업무,공고번호-차수,분류,공고명,공고기관,수요기관,계약방법,입력일시 (입찰마감일시),공동 수급,투찰,내용링크
용역,E112200037-00,일반,2022~2024 회계연도 회계감사 및 세무조정 용역,한국전력거래소,재무경영팀,일반(총액),2022/05/12 09:28 (2022/06/21 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220517889&bidseq=00
용역,E112200036-00,일반,2022년 전력산업 인력양성 사업 온라인과정 개발 용역,한국전력거래소,재무경영팀,제한(총액),2022/05/10 17:59 (2022/05/24 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220515431&bidseq=00
용역,E112200035-00,일반,IT 운영프로세스 표준화 및 인증 컨설팅 용역,한국전력거래소,재무경영팀,제한(총액),2022/05/10 15:51 (2022/05/20 16:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220514094&bidseq=00
용역,E112200034-00,일반,2050 탄소중립 실현을 위한 유럽 사례의 국내시장 적용 방안연구,한국전력거래소,재무경영팀,일반(총액),2022/05/09 09:07 (2022/05/19 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220510242&bidseq=00
용역,E112200033-00,일반,4차 산업혁명의 전력수요 영향 장기 전망 용역,한국전력거래소,재무경영팀,일반(총액),2022/05/04 13:39 (2022/05/17 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220507327&bidseq=00
용역,E112200032-00,일반,직접PPA 및 재생E 예측제도 고도화 관련 S/W 개발 용역(긴급),한국전력거래소,재무경영팀,제한(총액),2022/05/04 10:42 (2022/05/17 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220506219&bidseq=00
용역,E112200031-00,일반,IT 마스터플랜 수립 용역(긴급),한국전력거래소,재무경영팀,제한(총액),2022/04/29 10:22 (2022/05/10 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220452587&bidseq=00
물품,A112200016-00,일반,본사사옥 유지관리용 소모성 자재 구매(2차),한국전력거래소,기획본부,수의(총액),2022/04/27 10:55 (2022/05/13 10:55),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20220448014&bidseq=00
용역,E112200030-00,일반,태양광 변동성을 고려한 통계모형 기반 연간 수요예측 방안 연구용역,한국전력거래소,재무경영팀,제한(총액),2022/04/21 15:26 (2022/05/03 16:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220438592&bidseq=00
용역,E112200029-00,일반,2050 탄소중립 실현을 위한 유럽 사례의 국내시장 적용 방안연구,한국전력거래소,재무경영팀,일반(총액),2022/04/21 15:11 (2022/05/03 16:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220438593&bidseq=00
물품,A112200015-00,일반,유찰수의공고_상시 연수시설 회원권 구매,한국전력거래소,기획본부,수의(총액),2022/04/21 00:00 (2022/05/06 14:34),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20220439886&bidseq=00
용역,E112200027-00,일반,일일수요예측 프로그램(KSLF) 기능 개선 용역,한국전력거래소,재무경영팀,제한(총액),2022/04/18 16:58 (2022/04/28 17:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220430507&bidseq=00
용역,E112200028-00,일반,2022년 정부정책 '탄소중립' 이해도 향상 사업,한국전력거래소,재무경영팀,제한(총액),2022/04/18 16:57 (2022/04/28 17:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220430506&bidseq=00
용역,E112200026-00,일반,차기 전력IT시스템 구축 PMO 용역(긴급),한국전력거래소,재무경영팀,제한(총액),2022/04/15 10:37 (2022/05/06 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220426405&bidseq=00
용역,E112200025-00,일반,2022년 업무용차량 임차,한국전력거래소,재무경영팀,제한(총액),2022/04/12 13:16 (2022/04/19 13:30),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220418981&bidseq=00
용역,E112200024-00,일반,전력거래소 제어시스템의 범용 통신방식 단계적 수용에 따른 보안대책 연구용역,한국전력거래소,재무경영팀,제한(총액),2022/04/11 10:52 (2022/04/21 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220415731&bidseq=00
물품,A112200014-00,일반,정부기관 표창수상 기념품 구매,한국전력거래소,기획본부,수의(총액),2022/04/06 16:43 (2022/04/15 16:43),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20220409479&bidseq=00
용역,E112200022-00,일반,2022년 정부정책 '탄소중립' 이해도 향상 사업,한국전력거래소,재무경영팀,제한(총액),2022/04/05 17:06 (2022/04/19 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220407954&bidseq=00
용역,E112200023-00,일반,2022년 전력산업 우수인재 양성사업,한국전력거래소,재무경영팀,제한(총액),2022/04/05 17:04 (2022/04/19 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220407952&bidseq=00
물품,G112200002-00,일반,재공고_상시 연수시설 회원권 구매,한국전력거래소,기획본부,일반(총액),2022/04/04 00:00 (2022/04/15 14:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20220402929&bidseq=00
물품,A112200013-00,일반,경영평가 수검용 화상회의시스템 구축물품 구매,한국전력거래소,기획본부,수의(총액),2022/03/31 17:17 (2022/04/15 17:17),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20220354921&bidseq=00
용역,E112200021-00,일반,제2차 통합 UC시스템 유지관리 위탁용역,한국전력거래소,재무경영팀,제한(총액),2022/03/29 10:44 (2022/05/10 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220349009&bidseq=00
용역,E112200019-00,일반,재생e 확대에 따른 양수 및 전기저장장치 최적 운영방안 연구,한국전력거래소,재무경영팀,제한(총액),2022/03/29 10:26 (2022/04/08 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220349011&bidseq=00
용역,E112200020-00,일반,EMT급 해석환경 구축을 통한 정전복구 시나리오 개선방안 연구,한국전력거래소,재무경영팀,제한(총액),2022/03/29 10:25 (2022/04/08 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220349014&bidseq=00
용역,E112200018-00,일반,신재생에너지 보호장치 정정 및 고장특성 모델링 기준 수립,한국전력거래소,재무경영팀,제한(총액),2022/03/29 10:24 (2022/04/08 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220349013&bidseq=00
용역,E112200017-00,일반,합리적인 급여체계 개선 및 KPX형 임금체계 고도화 용역,한국전력거래소,재무경영팀,제한(총액),2022/03/29 09:32 (2022/04/08 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220349015&bidseq=00
물품,A112200012-00,일반,유찰수의공고_상시 연수시설 회원권 구매,한국전력거래소,기획본부,수의(총액),2022/03/29 00:00 (2022/04/08 09:29),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20220348695&bidseq=00
물품,A112200011-00,일반,창립 21주년 기념품 구매,한국전력거래소,기획본부,수의(총액),2022/03/28 17:09 (2022/03/31 18:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20220347886&bidseq=00
물품,A112200010-00,일반,창립 21주년 기념품 구매,한국전력거래소,기획본부,수의(총액),2022/03/25 16:24 (2022/03/31 16:24),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20220345243&bidseq=00
용역,E112200016-00,일반,수소발전의무화제도(CHPS) 이행을 위한 경매시장 설계 연구용역,한국전력거래소,재무경영팀,일반(총액),2022/03/22 09:57 (2022/04/05 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220336586&bidseq=00
물품,A112200009-00,일반,2022년 전력계통해석툴(PSS/E) 라이센스 갱신,한국전력거래소,기획본부,수의(총액),2022/03/17 10:24 (2022/03/24 10:24),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20220328854&bidseq=00
물품,G112200001-00,일반,상시 연수시설 회원권 구매,한국전력거래소,기획본부,일반(총액),2022/03/16 00:00 (2022/03/28 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20220326289&bidseq=00
용역,E112200015-00,일반,일사예측정확도 향상을 위한 상세구름예측 용역(2차),한국전력거래소,재무경영팀,제한(총액),2022/03/10 16:07 (2022/03/22 17:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220315262&bidseq=00
용역,E112200014-00,일반,2022년도 정보보호관리체계 인증 컨설팅 용역(긴급),한국전력거래소,재무경영팀,제한(총액),2022/03/10 15:05 (2022/03/22 16:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220314945&bidseq=00
용역,E112200013-00,일반,제3차 SG 기본계획 비용편익분석 연구용역,한국전력거래소,재무경영팀,일반(총액),2022/03/10 14:56 (2022/03/22 16:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220314944&bidseq=00
물품,A112200008-00,일반,캡슐침대 구매,한국전력거래소,기획본부,수의(총액),2022/02/28 14:44 (2022/03/04 17:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20220242130&bidseq=00
용역,E112200012-00,일반,자체건설 REC 가중평균단가 산정 용역,한국전력거래소,재무경영팀,일반(총액),2022/02/25 11:35 (2022/03/08 13:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220239349&bidseq=00
용역,E112200011-00,일반,2022년도 계량설비 봉인업무 위탁용역(단가계약),한국전력거래소,재무경영팀,일반(단가),2022/02/23 08:56 (2022/04/05 12:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220234426&bidseq=00
용역,E112200010-00,일반,2022년도 계량설비 봉인업무 위탁용역(단가계약),한국전력거래소,재무경영팀,일반(단가),2022/02/22 10:48 (2022/04/05 12:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220232653&bidseq=00
용역,E112200008-00,일반,2022년도 정보보호관리체계 인증 컨설팅 용역(긴급),한국전력거래소,재무경영팀,제한(총액),2022/02/22 10:33 (2022/03/04 12:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220232652&bidseq=00
용역,E112200009-00,일반,윤리경영체계 고도화 및 윤리경영표준모델 도입 용역,한국전력거래소,재무경영팀,제한(총액),2022/02/22 10:29 (2022/03/04 12:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220232651&bidseq=00
용역,E112200007-00,일반,일사예측정확도 향상을 위한 상세구름예측 용역,한국전력거래소,재무경영팀,제한(총액),2022/02/18 13:55 (2022/03/02 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220228188&bidseq=00
용역,E112200006-00,일반,일사예측 정확도 향상을 위한 상세구름예측 용역,한국전력거래소,재무경영팀,제한(총액),2022/02/18 11:14 (2022/03/02 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220227885&bidseq=00
용역,E112200005-00,일반,EMS 데이터 직접취득 채널 증설,한국전력거래소,재무경영팀,제한(총액),2022/02/14 15:46 (2022/02/24 16:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220217970&bidseq=00
용역,E112200004-00,일반,2021년도 상용자가발전업체 조사 용역,한국전력거래소,재무경영팀,제한(총액),2022/02/11 11:40 (2022/02/22 12:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220214553&bidseq=00
용역,E112200003-00,일반,EMS 데이터 직접취득 채널 증설,한국전력거래소,재무경영팀,제한(총액),2022/01/28 13:26 (2022/02/08 14:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220131858&bidseq=00
물품,A112200006-00,일반,설 명절 지역 사회적경제기업 상품 구매,한국전력거래소,기획본부,수의(총액),2022/01/25 00:00 (2022/02/03 18:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20220125942&bidseq=00
물품,A112200005-00,일반,설 명절 지역 사회적경제기업 상품 구매,한국전력거래소,기획본부,수의(총액),2022/01/24 00:00 (2022/01/31 18:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20220124198&bidseq=00
용역,E112200002-00,일반,기상청 예보를 활용한 육지 태양광 발전량 예측시스템 기능개선 용역(긴급),한국전력거래소,재무경영팀,제한(총액),2022/01/21 09:59 (2022/02/04 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220122244&bidseq=00
물품,A112200004-00,일반,본사사옥 승강기 회생제동장치 설치,한국전력거래소,기획본부,수의(총액),2022/01/12 15:37 (2022/01/21 18:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20220110534&bidseq=00
물품,A112200003-00,일반,본사사옥 유지관리용 소모성 자재 구매,한국전력거래소,기획본부,수의(총액),2022/01/12 14:01 (2022/01/21 18:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20220110332&bidseq=00
물품,A112200002-00,일반,경인지사 GHP 실외기 엔진 교체작업,한국전력거래소,기획본부,수의(총액),2022/01/12 00:00 (2022/01/21 18:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20220110336&bidseq=00
용역,E112200001-00,일반,2022년 직무능력중심 블라인드 채용업무대행 용역(긴급),한국전력거래소,재무경영팀,일반(총액),2022/01/07 16:20 (2022/01/18 17:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20220105885&bidseq=00
용역,E112200134-00,일반,23년도 전력통계정보시스템(EPSIS) 유지관리 위탁용역,한국전력거래소,재무경영팀,제한(총액),2022/12/29 13:25 (2023/01/10 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221251167&bidseq=00
용역,E112200135-00,일반,[재공고]온라인송전망운영종합검토시스템(TOPAS) 유지관리 위탁 용역,한국전력거래소,재무경영팀,제한(총액),2022/12/29 13:10 (2023/01/10 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221251166&bidseq=00
용역,E112200133-00,일반,'23 발전기 운전실적 분석시스템 유지관리 위탁용역,한국전력거래소,재무경영팀,제한(총액),2022/12/29 09:29 (2023/01/10 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221250713&bidseq=00
용역,E112200132-00,일반,'22 ~ '24년 교육관리시스템 개발S/W 유지관리 위탁용역,한국전력거래소,재무경영팀,제한(총액),2022/12/27 15:24 (2023/01/06 16:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221248819&bidseq=00
물품,A112200041-00,일반,중장기 설비계획 전산모형(CE) 라이센스 갱신,한국전력거래소,기획본부,수의(총액),2022/12/26 00:00 (2023/01/13 16:08),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20221247384&bidseq=00
물품,A112200042-00,일반,전력계통해석툴 하이브리드 모의용 라이센스 구매,한국전력거래소,기획본부,수의(총액),2022/12/26 00:00 (2023/01/13 16:16),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20221247385&bidseq=00
용역,E112200131-00,일반,교육관리시스템 민간 클라우드 유지관리 용역,한국전력거래소,재무경영팀,제한(총액),2022/12/23 13:33 (2022/12/30 14:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221245475&bidseq=00
물품,A112200040-00,일반,데이터 시각화 솔루션 라이선스 갱신,한국전력거래소,기획본부,수의(총액),2022/12/22 00:00 (2022/12/30 15:32),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20221244057&bidseq=00
용역,E112200130-00,일반,제주 실시간·예비력시장 도입을 위한 전력거래시스템 개선 감리 용역,한국전력거래소,재무경영팀,제한(총액),2022/12/20 14:21 (2022/12/30 16:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221239466&bidseq=00
용역,E112200129-00,일반,발전원별 전력계통 수용비용 산정을 위한 연구용역,한국전력거래소,재무경영팀,제한(총액),2022/12/20 09:09 (2022/12/30 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221238395&bidseq=00
물품,G112200019-00,일반,[2차신규] 전력관제센터용 주파수정밀기록장치 구매,한국전력거래소,기획본부,제한(총액),2022/12/20 00:00 (2022/12/27 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20221238479&bidseq=00
용역,E112200128-00,일반,제주 장주기용 BESS 중앙계약시장 세부운영기준 수립을 위한 연구용역,한국전력거래소,재무경영팀,제한(총액),2022/12/19 16:52 (2022/12/29 17:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221237231&bidseq=00
용역,E112200127-00,일반,'22 ~ '24년 교육관리시스템 개발S/W 유지관리 위탁용역,한국전력거래소,재무경영팀,제한(총액),2022/12/12 16:54 (2022/12/22 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221222789&bidseq=00
용역,E112200126-00,일반,'22 ~ '24년 교육관리시스템 개발S/W 유지관리 위탁용역,한국전력거래소,재무경영팀,제한(총액),2022/12/12 13:36 (2022/12/22 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221222028&bidseq=00
용역,E112200125-00,일반,2023~2025 전력거래소 본사 구내식당 위탁운영 용역,한국전력거래소,재무경영팀,제한(총액),2022/12/12 10:28 (2023/01/26 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221221127&bidseq=00
물품,A112200039-00,일반,중소기업 동반성장을 통한 연말 자매결연시설 후원풀품 구매,한국전력거래소,기획본부,수의(총액),2022/12/12 00:00 (2022/12/23 16:09),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20221222609&bidseq=00
물품,G112200018-00,일반,[2차신규] 전력관제센터용 주파수정밀기록장치 구매,한국전력거래소,기획본부,제한(총액),2022/12/12 00:00 (2022/12/20 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20221222607&bidseq=00
용역,E112200123-00,일반,2023~2025 전력거래소 본사 구내식당 위탁운영 용역,한국전력거래소,재무경영팀,제한(총액),2022/12/08 13:17 (2022/12/20 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221215827&bidseq=00
용역,E112200124-00,일반,발전원별 전력계통 수용비용 산정을 위한 연구용역,한국전력거래소,재무경영팀,제한(총액),2022/12/07 17:04 (2022/12/20 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221213797&bidseq=00
용역,E112200122-00,일반,발전원별 전력계통 수용비용 산정을 위한 연구용역,한국전력거래소,재무경영팀,제한(총액),2022/12/07 15:43 (2022/12/20 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221213440&bidseq=00
용역,E112200121-00,일반,제주 실시간·예비력시장 도입을 위한 전력거래시스템 개선 감리 용역,한국전력거래소,재무경영팀,제한(총액),2022/12/06 13:40 (2022/12/16 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221210058&bidseq=00
물품,G112200017-00,일반,전력관제센터용 주파수정밀기록장치 구매,한국전력거래소,기획본부,제한(총액),2022/12/05 00:00 (2022/12/13 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20221206773&bidseq=00
용역,E112200120-00,일반,차기 전력거래시스템(MMS) 구축 용역,한국전력거래소,재무경영팀,일반(총액),2022/12/02 13:45 (2022/12/13 14:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221204100&bidseq=00
용역,E112200119-00,일반,차기 전력계통운영시스템(EMS) 구축 용역,한국전력거래소,재무경영팀,일반(총액),2022/12/02 13:31 (2022/12/13 14:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221204099&bidseq=00
용역,E112200118-00,일반,통합 설비 관리 시스템 구축 용역(2차),한국전력거래소,재무경영팀,제한(총액),2022/12/02 13:19 (2023/01/11 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221204381&bidseq=00
물품,G112200016-00,일반,보안관제 노후설비 교체 및 설비보강,한국전력거래소,기획본부,제한(총액),2022/12/01 00:00 (2022/12/12 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20221202271&bidseq=00
용역,E112200117-00,일반,발전원별 균등화 발전원가(LCOE) 분석 및 전망 연구용역,한국전력거래소,재무경영팀,제한(총액),2022/11/29 10:09 (2022/12/09 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221148937&bidseq=00
물품,A112200038-00,일반,네트워크 트래픽 분석 솔루션 구매,한국전력거래소,기획본부,수의(총액),2022/11/28 00:00 (2022/12/09 13:31),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20221146897&bidseq=00
물품,G112200015-00,일반,전력관제센터용 주파수정밀기록장치 구매,한국전력거래소,기획본부,제한(총액),2022/11/25 00:00 (2022/12/05 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20221145011&bidseq=00
물품,G112200014-00,일반,전력관제센터용 주파수정밀기록장치 구매,한국전력거래소,기획본부,일반(총액),2022/11/23 00:00 (2022/12/01 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20221139199&bidseq=00
용역,E112200116-00,일반,REC 거래시스템 보강 및 기능개선 용역,한국전력거래소,재무경영팀,제한(총액),2022/11/18 13:34 (2022/11/29 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221132702&bidseq=00
물품,A112200037-00,일반,전력시장통계 월보 자동화 시스템(RPA) 도입을 위한 라이센스 구매,한국전력거래소,기획본부,수의(총액),2022/11/15 00:00 (2022/11/29 17:52),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20221126500&bidseq=00
용역,E112200115-00,일반,온라인송전망운영종합검토시스템(TOPAS) 유지관리 위탁 용역,한국전력거래소,재무경영팀,제한(총액),2022/11/11 13:28 (2022/12/21 14:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221120597&bidseq=00
물품,A112200036-00,일반,본사사옥 하반기 공조기 에어필터 구매,한국전력거래소,기획본부,수의(총액),2022/11/11 00:00 (2022/11/24 10:21),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20221120152&bidseq=00
물품,A112200034-00,일반,EMS 시각주파수장치 보강,한국전력거래소,기획본부,수의(총액),2022/11/11 00:00 (2022/11/24 10:04),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20221120489&bidseq=00
물품,A112200035-00,일반,EMS RTU 디지털 통신방식(TCP_IP) 전환을 위한 네트워크 스위치 구매,한국전력거래소,기획본부,수의(총액),2022/11/11 00:00 (2022/11/24 10:13),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20221120151&bidseq=00
용역,E112200114-00,일반,제주 실시간·예비력시장 도입을 위한 전력거래시스템 개선 용역,한국전력거래소,재무경영팀,제한(총액),2022/11/10 14:58 (2022/12/20 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221118627&bidseq=00
용역,E112200113-00,일반,2022년 전력거래소 지속가능경영보고서 발간 용역,한국전력거래소,재무경영팀,제한(총액),2022/11/09 10:14 (2022/11/22 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221115700&bidseq=00
용역,E112200112-00,일반,발송전통합계획으로 이행을 위한 지역별 전력소비량 및 동시/비동시 최대전력 전망모형 개발 용역,한국전력거래소,재무경영팀,제한(총액),2022/11/08 15:27 (2022/11/22 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221114326&bidseq=00
용역,E112200111-00,일반,국내 전력시장의 가격입찰 및 양방향 입찰제 도입방안 연구용역,한국전력거래소,재무경영팀,제한(총액),2022/11/08 15:23 (2022/11/22 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221114327&bidseq=00
용역,E112200110-00,일반,차기 전력IT시스템 구축 통합 감리 용역,한국전력거래소,재무경영팀,일반(총액),2022/11/07 10:43 (2022/12/20 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221111003&bidseq=00
용역,E112200108-00,일반,발전원별 균등화 발전원가(LCOE) 분석 및 전망 연구용역,한국전력거래소,재무경영팀,제한(총액),2022/11/03 11:18 (2022/11/15 12:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20221105855&bidseq=00
